Park Name,City,Zip Code,City Cast Rating,Park Management,Location,Bathrooms,Pool,Pond,Grills,Pavillion,Gardens,Baseball Diamond,Softball Diamond,Toddler Friendly Play Area,Kid Play Area,Off Leash Dog Area,Water Fountain,Splash Pad,Skate Park,Basketball Court,Disc Golf,Beach Volleyball Court,Volleyball Court,Soccer Field,River or Stream,Tennis Courts,Pickleball Courts,Fitness Area,latitude,longitude,Additional Notes,Futsal Court,Lighting After Dark,Picnic Tables
Orson Smith Park,Draper,84020,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.52217643800003,-111.83348653199994",Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.52217643800003,-111.83348653199994,Trailhead for the iconic Bear Canyon suspension bridge! ,No,No,Yes
Overlook Park,South Jordan,84009,4,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.55622454400003,-111.98948373399998",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.55622454400003,-111.98948373399998,Gorgeous walking path on a bench with 180 mountain views ,No,No,No
Park Village Park ,West Jordan,84081,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.612987375000046,-112.00669084499998",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.612987375000046,-112.00669084499998,Cute sledding hill and lush grass for play,No,No,Yes
Parkway Park ,West Valley City,84119,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.711103679000075,-111.97292079299996",Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,40.711103679000075,-111.97292079299996,This park has a permanent table tennis table and a permanent corn hole set up. ,No,Yes,Yes
Parley’s Historic Nature Park,Salt Lake City,84109,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.71079003500006,-111.80768124299999",No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,40.71079003500006,-111.80768124299999,"This is a very cool dog park, a long trail that winds past two river swim spots. Sadly, the uncollected poop situation can get out of hand/trash cans fill quickly.",No,No,Yes
Parley’s Way Park ,Salt Lake City,84109,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.71638501600006,-111.80969826399996",No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.71638501600006,-111.80969826399996,This is a great little stretch of park complete with a toy-stocked sandbox.,No,Yes,Yes
Parry Farms Park,Bluffdale,84065,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.46930774700007,-111.93457537599994",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,40.46930774700007,-111.93457537599994,Brand-spankin new park. 4 gorgeous pickleball courts. Really nice basketball court. Right on the Jordan River Trail!,No,Yes,Yes
Paul F. Walker 9-11 Memorial Park,Kearns,84118,1,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.652971671000046,-112.00709474499996",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.652971671000046,-112.00709474499996,Would love to see grass here instead of rocks!,No,No,No
Peachwood Park,West Valley City,84120,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.685429928000076,-111.97603625299996",No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.685429928000076,-111.97603625299996,The playground here is accessible for wheelchairs! This park hosts a basketball hoop but not a full court. It also has permanent corn holdeand fire pit. It has an irrigation ditch that runs through it but was dry (May 2025.),No,Yes,Yes
Peek-a-boo Park,South Jordan,84095,3,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.53809429300003,-112.01017451999996",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.53809429300003,-112.01017451999996,,No,No,No
Peggy Green Park,Riverton,84065,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.52995669400008,-111.93878886799996",No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,40.52995669400008,-111.93878886799996,Beach volleyball always shows up in the most surprising places!,No,No,Yes
Pheasant Meadows,Draper,84020,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51482740700004,-111.87530211799998",No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,40.51482740700004,-111.87530211799998,BYO volleyball net! ,No,No,Yes
Phillip Gates Memorial Park,Bluffdale,84065,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.49111584000008,-111.91888565199997",Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.49111584000008,-111.91888565199997,When the Frontrunner goes by it rocks this baby in a way I kind of love. Chess and checkers boards built in to the picnic tables! Bring your own pieces. Good views.,No,Yes,Yes
Pia Okwai Nature Center,South Salt Lake,84119,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.69936860800004,-111.92311659399996",Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.69936860800004,-111.92311659399996,"So much to offer, from a river lookout tower to crafts and activities during open hours.",No,Yes,Yes
Pioneer Crossing Regional Park,West Valley City,84119,4,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.70171761600005,-111.92906238599994",Mysteriously locked,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.70171761600005,-111.92906238599994,"Home to the Utah Cultural Celebration Center’s outdoor amphitheater and the magnificent Chinese Heritage Gate, which was built in Taiwan and reassembled in Utah! Also home to the Oxbow docks if you want to launch a boat on the Jordan River. Follow the lit",No,Yes,No
Pioneer Park,Salt Lake City,84101,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.761710908000055,-111.89974590799994",Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,40.761710908000055,-111.89974590799994,Volleyball. Home to the downtown farmers market. Great gravel running/walking path to round out your downtown run.,No,Yes,Yes
Pleasant Green Park,Magna,84044,4,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.70155201400007,-112.09186808899995",Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,40.70155201400007,-112.09186808899995,"Great pool, BYO volleyball net. Bathrooms only at the pool or rec center next door. ",No,Yes,Yes
Plum Creek Park,West Jordan,84088,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.599196547000076,-111.93357420999996",No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.599196547000076,-111.93357420999996,"Very short walking path. Pond has algae infestation. There is signage about not catching the fish that have been stocked to eat the algae, but it is unclear if there is fishing. ",No,No,Yes
Poplar Grove Park,Salt Lake City,84104,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.75316881300006,-111.92479957199998",Mysteriously locked,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,40.75316881300006,-111.92479957199998,Nicest horseshoes setup I’ve seen! BYO volleyball net.,No,No,Yes
Popperton Park,Salt Lake City,84114,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.77825887100005,-111.85065543799999",No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,40.77825887100005,-111.85065543799999,Beautiful views and a great winding trail! Also has a bike station with a pump and multi-tool.,No,No,No
Post Street Park,Salt Lake City,84104,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.758513261000076,-111.91769691099995",No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.758513261000076,-111.91769691099995,Cute pocket park! But needs a lil somethin.,No,No,No
Prairie Oaks Park,Herriman,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.498028254000076,-112.06591030699997",Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.498028254000076,-112.06591030699997,,No,No,No
Premiere Park,Herriman,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.50399655700005,-112.03086704199995",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.50399655700005,-112.03086704199995,,No,No,No
Promise Park,South Salt Lake,84106,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.722754622000025,-111.87689037299998",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,40.722754622000025,-111.87689037299998,Bistro tables with chairs! Astro turf! Right on the S-line with mural views. ,No,Yes,No
Prospector Park,South Jordan,84095,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.56529436500006,-111.94826426499998",Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,40.56529436500006,-111.94826426499998,,No,Yes,Yes
Pueblo del Montaña Park,Riverton,84065,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51471234500008,-111.94026573199994",No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,40.51471234500008,-111.94026573199994,I’m so charmed by this neighborhood baseball diamond! ,No,No,Yes
Pugsley Ouray Park,Salt Lake City,84103,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.78002794200006,-111.90110492399998",No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.78002794200006,-111.90110492399998,"There was a wedding here on my visit, how magical! ",No,No,No
Quail Hollow Park,Sandy,84093,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.58549462600007,-111.81022137999997",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,40.58549462600007,-111.81022137999997,"Totally undeveloped, with trails for walking and easy mountain biking. The city plans to add amenities at some point TBD. Seems de facto off-leash, but signs say on leash. Rating is highly subjective. ",No,No,No
Quarry Bend Park,Sandy,84094,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.58809901400008,-111.86254001499998",Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.58809901400008,-111.86254001499998,A true baseball park!,No,Yes,Yes
Railroad Park,West Jordan,84088,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.59846794400005,-111.99962642099996",No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,40.59846794400005,-111.99962642099996,Nice walking path connects exercise stations. Path is about a half of a mile. Big field serves as flood retention basin and is awfully soggy in places. Drinking fountain exists but is broken. ,No,No,Yes
Ranches Park ,West Jordan,84081,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.60670522600003,-112.01656741799997",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.60670522600003,-112.01656741799997,,No,Yes,Yes
Redwood Meadows Park,Salt Lake City,84116,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.77820526000005,-111.94128802799997",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.77820526000005,-111.94128802799997,"I’m so charmed by a narrow park or pocket park. Like, yes! Make everything a park. This is great for some lunchtime laps or (as I witnessed) learning to rollerblade.",No,Yes,Yes
Redwood Nature Area,West Valley City,84119,3,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.70567857300006,-111.93671700699997",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,40.70567857300006,-111.93671700699997,Walk the one mile loop around this peaceful marsh dedicated to migratory birds. You might see a red winged blackbird (you’ll definitely hear one).,No,No,No
Redwood Park,West Valley City,84119,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.70552899000006,-111.93630834399994",Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,40.70552899000006,-111.93630834399994,Really close to the Jordan River Trail! ,No,No,No
Redwood Trailhead Park,West Valley City,84119,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.720760674000076,-111.92277216099995",Mysteriously locked,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.720760674000076,-111.92277216099995,"Following some clues that this park is about to get a facelift. Missing picnic tables in the pavilion and grass area, temporarily closed bathrooms, etc. It will be a really shady place to hangout when they come back! Great trees here.",No,No,No
Reservoir Park,Salt Lake City,84102,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.768311924000045,-111.85241942299996",No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,40.768311924000045,-111.85241942299996,"Home to Finch Lane Gallery, a very cool thing for a park to have! I love the winding path down to the giant field for play. ",No,No,Yes
Richmond Park,Salt Lake City,84111,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.75625666700006,-111.87831203599995",No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.75625666700006,-111.87831203599995,Secret park perfect for a mid-day dog frisbee toss. And home to the murals of four iconic Black historymakers. https://utahwomenshistory.org/2022/08/lifting-as-we-climb/,No,Yes,Yes
River Heights Park,South Jordan,84095,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.55021112800006,-111.97708907799995",No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.55021112800006,-111.97708907799995,,No,No,Yes
Riverside Park,Salt Lake City,84116,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.78243525900007,-111.93270789499996",Mysteriously locked,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,40.78243525900007,-111.93270789499996,"I love this park. Big trees, lots of amenities, and (in theory) three different restrooms. But alas, they were all closed and locked.",No,Yes,Yes
Riverton City Park,Riverton,84065,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.522371288000045,-111.93325958299994",Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,40.522371288000045,-111.93325958299994,2 tennis courts and 8 pickleball courts. Great picnic pergola areas. Rodeo arena! Three different playgrounds! This park will be a stunner when the trees are mature.,No,Yes,Yes
Riverton Village Park,Riverton,84065,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51936493300008,-111.95087458299997",No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.51936493300008,-111.95087458299997,,No,No,Yes
Riverview Park,Murray,84123,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.64392020200006,-111.91028928699996",Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,40.64392020200006,-111.91028928699996,4 softball diamonds! 6 brand new pickleball courts! Prep tables at the picnic area. Horseshoes!,No,Yes,Yes
Ron Heaps Memorial Park,Salt Lake City,84111,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.74638366800008,-111.88350014199995",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.74638366800008,-111.88350014199995,Chess tables! A community garden! ,No,Yes,Yes
Ron Wood Park,West Jordan,84081,5,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.59330798700006,-112.03509979299997",Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,40.59330798700006,-112.03509979299997,"Stellar skate and bike park! Plus, brand new basketball courts.",No,Yes,Yes
Roots Disc Golf Course,Salt Lake City,84116,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.795703392000064,-111.939094636",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,40.795703392000064,-111.939094636,Even on a winter day this course is lively.,No,No,Yes
Rosalina Park,Herriman,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.50741442800006,-112.02822062799999",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.50741442800006,-112.02822062799999,Love this little walking path ,No,No,Yes
Rose Creek Basketball Court,Herriman,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.50239299700007,-112.03007005299997",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.50239299700007,-112.03007005299997,Thrilled to see some new trees planted here!,No,No,No
Rose Creek Basketball Court 2,Herriman,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.50258239200008,-112.03545796299994",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.50258239200008,-112.03545796299994,,No,No,No
Rose Creek Subway Park,Herriman,84096,1,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51040035900007,-112.02650870499997",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.51040035900007,-112.02650870499997,,No,No,No
Rosecreek Park,Herriman,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.51552060200004,-112.03295690199997",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,40.51552060200004,-112.03295690199997,Busy tennis courts!,No,No,No
Rosecrest Park,Herriman,84096,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.48393645900006,-112.06496944799994",Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,40.48393645900006,-112.06496944799994,,No,Yes,Yes
Rosecrest Splash Park,Herriman,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.48388351300008,-112.06496909499998",Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,40.48388351300008,-112.06496909499998,Cute park with a little jogging path.,No,Yes,Yes
Rosecrest Tennis Court,Herriman,84096,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.48384019400004,-112.06496880599997",No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,40.48384019400004,-112.06496880599997,,No,Yes,No
Rosewood Park,Salt Lake City,84116,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.79899974700004,-111.92548018499997",Mysteriously locked,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,40.79899974700004,-111.92548018499997,"A British Cricket Pitch! 8 brand new pickleball courts and a new tennis court. EV charging stations and glass recycling, too.",No,No,Yes
Rotary Glen Park ,Salt Lake City,84108,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.747991427000045,-111.80591524699997",Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.747991427000045,-111.80591524699997,Glass recycling! SLC will be fencing this dog park soon. Fun little trail to romp with your pup. Cutest dog water fountain I’ve seen.,No,No,Yes
Rushton Meadows Park,South Jordan,84009,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.55918567800006,-111.98167345099995",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,40.55918567800006,-111.98167345099995,Brand new playground and convenient location next to Nielson’s Frozen Custard!,No,No,Yes
Sandy Off-Leash Dog Park,Sandy,84070,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.57065378300007,-111.88170521999996",No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,40.57065378300007,-111.88170521999996,There are two sections to the dog park. A Gravel side and a Grass side. There is a calendar on the city website stating which will be open. (The closed side is locked by a padlock.) All of the foliage outside the fenced in areas is dead. But there are a h,No,No,No
Scott Avenue Park,Millcreek,84106,3,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.696324023000045,-111.86593457499998",Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,40.696324023000045,-111.86593457499998,Wasatch community garden has a plot here! Great big field for running dogs away from the road.,No,No,Yes
Scott Cowdell Park,Sandy,84070,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.589894257000026,-111.88599808199996",Mysteriously locked,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.589894257000026,-111.88599808199996,Right at the historic Sandy Trax stop! ,No,No,Yes
Scottsdale Park,West Valley City,84120,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.70384068100003,-111.98179273499994",No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.70384068100003,-111.98179273499994,This cute park has access to the pedestrian bridge over Bangerter. ,No,No,Yes
SE Water Tank Park,Sandy,84092,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.53713169500003,-111.81866984799996",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.53713169500003,-111.81866984799996,"It’s chained off now, but somebody installed two short basketball courts and a tennis court on the water tank. ",No,No,Yes
Secret Garden Park,South Jordan,84009,4,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.55257087100006,-111.99063606899995",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.55257087100006,-111.99063606899995,,No,No,No
Senior Housing Park,West Jordan,84088,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.60228198400006,-111.94446994099997",No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,40.60228198400006,-111.94446994099997,This park has a bridge that connects to the Jordan Canal trail.,No,No,Yes
Shadow Mountain Park,West Jordan,84081,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.61743828400006,-112.00930724099999",No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.61743828400006,-112.00930724099999,,No,Yes,Yes
Sherwood Park,Salt Lake City,84104,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.76148214500006,-111.93190411799998",Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.76148214500006,-111.93190411799998,Futsal Court! Three baseball diamonds.,Yes,No,Yes
Shields Lane Park & Mystic Springs Wetlands ,South Jordan,84095,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.57167722500003,-111.91625461799998",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,40.57167722500003,-111.91625461799998,"This area is still under development, but once complete, it will mirror the federally protected wetlands on the east side of the Jordan River. These approximately 30 acres will provide opportunities for residents to enjoy the nature of the Jordan River an",No,No,Yes
Siena Vista Park,West Jordan,84081,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.621561486000076,-112.02885524199996",No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,40.621561486000076,-112.02885524199996,,No,No,Yes
Silent Rain Park,South Jordan,84009,3,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.54472373600004,-111.99646796899998",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.54472373600004,-111.99646796899998,,No,Yes,No
Silver Park,Salt Lake City,84103,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.77988027500004,-111.88682791199994",No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,40.77988027500004,-111.88682791199994,"This might be the pocketest pocket park I’ve seen yet. Basically just a see-saw, but it looks like new playground equipment is coming in (or some repairs). Named for William Silver who built the first steam engine in Utah and launched it on the Great Salt",No,Yes,No
Silver Reef Court Park,Herriman,84096,2,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.53252647900007,-112.00194642199995",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.53252647900007,-112.00194642199995,,No,No,No
Sixth East Park,Salt Lake City,84102,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.764529562000064,-111.87399241499998",Mysteriously locked,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.764529562000064,-111.87399241499998,"I’m really fond of this park, because it has great trees and I’m a sucker for pocket parks. But it could use a major facelift, specifically the playground.",No,No,Yes
Skye Park,South Jordan,84009,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.57763521100003,-112.00523815699995",Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,40.57763521100003,-112.00523815699995,Love the trees encircling this park,No,No,Yes
Skyview Basin Park,Taylorsville,84129,2,Salt Lake County,"https://www.google.com/maps/dir/?api=1&destination=40.632500408000055,-111.98541170299995",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.632500408000055,-111.98541170299995,Giant walking or running path. Charming with views but no amenities or shade in the summer.,No,No,No
Skyward Park,South Jordan,84009,3,Daybreak HOA,"https://www.google.com/maps/dir/?api=1&destination=40.54026142500004,-112.04356070299997",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.54026142500004,-112.04356070299997,Managed by Daybreak HOA. Just swings! ,No,No,Yes
SLC Model Plane Airport,Salt Lake City,84044,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.738222937000046,-112.07183811299996",Mysteriously locked,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.738222937000046,-112.07183811299996,"A runway just for model planes! Plus, an RC crawler track. ",No,No,No
Smith Fields Park,Draper,84020,4,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.50836147800004,-111.88342995699998",Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,40.50836147800004,-111.88342995699998,Splash pad across the street! Also home to the Draper farmers market.,No,No,Yes
South Jordan City Park,South Jordan,84095,5,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.55122750000004,-111.93873793299997",Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,40.55122750000004,-111.93873793299997,"360 views! Lively pickleball and tennis courts, a good time here.",No,Yes,Yes
South Jordan Entry Park,South Jordan,84095,1,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.58024388300004,-111.93915731799996",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.58024388300004,-111.93915731799996,,No,No,No
South Park ,Kearns,84118,3,Its City,"https://www.google.com/maps/dir/?api=1&destination=40.64177833000008,-112.01610203199999",No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,40.64177833000008,-112.01610203199999,,No,No,No
